race,workclass,fnlwgt,education,education.num,marital.status,occupation,hours.per.week,native.country,income,sex
81,10,86648,31,13,41,52,43,93,6,1
81,10,437727,31,13,41,52,43,93,6,1
81,10,167513,21,10,41,52,50,93,6,1
81,10,168553,25,9,41,51,40,93,6,1
81,10,363677,32,16,41,52,30,93,6,0
81,10,241988,20,13,41,59,40,93,6,1
81,10,337050,31,13,41,50,43,93,6,1
84,10,137249,20,13,41,52,50,93,6,1
81,10,84198,29,11,41,50,50,93,6,1
81,10,55213,25,9,41,53,52,93,6,1
81,10,98989,31,13,41,52,40,93,6,1
81,10,225436,20,13,41,52,40,93,6,1
81,10,190939,31,13,41,52,60,93,6,1
81,10,183627,20,13,41,50,50,93,6,1
81,10,189104,20,13,41,55,35,93,6,1
81,10,132810,31,13,41,50,55,93,6,1
81,10,90138,20,13,41,52,24,93,6,0
81,10,233511,20,13,41,50,60,93,6,1
81,10,218490,20,13,41,50,40,93,6,1
81,10,71751,21,10,41,50,98,93,6,1
81,10,183043,31,13,41,50,48,93,6,1
81,10,291938,27,13,41,52,40,93,6,1
81,10,91569,31,13,41,50,40,93,6,1
81,10,90133,30,11,41,55,43,93,6,1
81,10,191602,20,13,41,55,43,93,6,1
81,10,133636,31,13,41,50,43,93,6,1
81,10,13791,20,13,41,52,43,93,6,1
81,10,80324,21,10,41,50,62,93,6,1
84,10,131370,31,13,41,50,40,93,6,1
81,10,1900,27,13,41,52,55,93,6,1
81,10,98357,20,13,41,50,30,93,6,0
81,10,135436,20,13,41,50,60,93,6,1
81,10,343705,20,13,41,55,50,93,6,1
81,10,91675,31,13,41,52,50,93,6,1
81,10,98433,20,13,41,50,50,93,6,1
81,10,230858,21,10,41,51,60,93,6,1
81,10,133503,25,9,41,55,43,93,6,1
81,10,41980,32,16,41,52,20,93,6,0
81,10,182313,32,16,41,50,50,93,6,1
81,10,134367,31,13,41,52,24,93,6,0
81,10,137284,32,16,41,52,98,93,6,1
81,10,172041,31,13,41,50,50,93,6,1
81,10,172538,20,13,41,59,40,93,6,1
81,10,239865,25,9,41,51,43,93,6,1
81,10,17098,20,13,41,50,50,93,6,1
81,10,59168,32,16,41,50,43,93,6,1
81,10,19043,20,13,41,50,55,93,6,1
81,10,26919,31,13,41,52,50,93,6,1
81,10,386726,31,13,41,52,44,93,6,0
81,10,340885,20,13,41,53,40,93,6,1
81,10,139184,27,13,41,52,50,93,6,1
81,10,308087,21,10,41,59,18,93,6,1
81,10,368791,31,13,41,50,60,93,6,1
81,10,218689,31,13,41,55,50,93,6,1
81,10,347653,27,13,41,52,50,93,6,1
81,10,170730,20,13,41,50,50,93,6,1
81,10,90813,27,13,41,52,43,93,6,1
81,10,409802,20,13,41,50,50,93,6,1
81,10,237913,20,13,41,52,43,93,6,1
81,10,49020,31,13,40,50,40,93,5,1
80,10,90413,21,10,40,52,40,93,5,1
81,10,275818,21,10,40,55,40,93,5,0
81,10,133758,25,9,43,50,40,93,5,0
81,10,43913,25,9,40,57,40,93,5,0
81,10,137258,21,10,40,53,40,93,5,1
81,10,58098,21,10,40,57,40,93,5,0
81,10,213384,20,13,40,50,55,93,5,1
81,10,98693,25,9,43,51,40,93,5,1
81,10,91281,25,9,44,55,40,93,5,0
81,10,200443,25,9,40,53,40,93,5,1
81,10,258666,29,11,40,59,40,93,5,0
81,10,213702,25,9,40,51,35,93,5,1
81,10,188543,30,11,40,57,20,93,5,0
81,10,8986,21,10,43,57,40,93,5,1
81,10,118710,31,13,41,59,40,93,6,1
81,10,168211,32,16,41,52,65,93,6,1
81,10,136667,20,13,41,52,50,93,6,1
81,10,132879,25,9,41,51,40,93,6,1
81,10,265266,20,13,41,52,40,93,6,1
81,10,188540,25,9,41,50,43,93,6,1
84,10,413287,25,9,41,53,40,93,6,1
81,10,201723,31,13,41,50,40,93,6,1
81,10,26522,21,10,41,57,35,93,6,0
81,10,193827,21,10,41,53,40,93,5,1
81,10,241891,20,13,41,55,40,93,6,1
81,10,98320,30,11,41,55,40,93,6,0
81,10,336513,21,10,41,50,40,93,6,1
81,10,378384,27,13,41,52,60,93,6,1
81,10,98301,20,13,41,50,55,93,6,1
81,10,8498,20,13,41,50,60,93,6,1
81,10,329303,20,13,41,51,40,93,6,1
81,10,298635,31,13,41,50,50,93,6,1
81,10,184413,21,10,41,57,38,93,6,0
80,10,86837,25,9,41,51,40,93,6,1
81,10,131187,21,10,41,57,50,93,6,1
81,10,20913,21,10,41,55,40,93,6,1
81,10,348430,20,13,41,52,43,93,6,1
81,10,169806,30,11,41,50,40,93,6,0
81,10,323706,21,10,41,50,40,93,6,1
81,10,337191,21,10,41,55,50,93,6,1
81,10,37541,20,13,41,50,35,93,6,0
81,10,191772,30,11,41,55,40,93,6,1
81,10,1900,20,13,41,50,43,93,6,1
81,10,439189,21,10,41,51,50,93,6,1
84,10,608184,20,13,41,50,40,93,6,1
81,10,165213,31,13,41,52,18,93,6,0
81,10,360393,31,13,41,50,50,93,6,1
81,10,173832,20,13,41,55,40,93,6,1
81,10,320510,20,13,41,50,40,93,6,1
80,10,68729,21,10,41,55,40,93,6,1
81,10,206911,20,13,41,55,43,93,6,1
81,10,164190,21,10,41,52,38,93,6,1
81,10,138549,20,13,41,50,50,93,6,1
81,10,198223,20,13,41,55,43,93,6,1
81,10,172581,20,13,41,50,50,93,6,1
81,10,133913,20,13,41,52,40,93,6,1
84,10,286750,20,13,41,50,40,93,6,1
81,10,200374,20,13,41,55,40,93,6,1
81,10,139371,20,13,41,52,40,93,6,1
81,10,175856,20,13,41,59,40,93,6,1
81,10,138179,30,11,41,51,40,93,6,1
81,10,236393,20,13,41,55,55,93,6,1
81,10,91610,20,13,41,52,32,93,6,0
81,10,287306,25,9,41,52,40,93,6,1
81,10,167770,25,9,41,50,55,93,6,1
84,10,277313,30,11,41,55,50,93,6,1
81,10,20982,20,13,41,55,43,93,6,1
81,10,341985,29,11,41,52,41,93,6,1
81,10,90900,20,13,41,59,41,93,6,1
81,10,98782,31,13,41,50,38,93,6,0
84,10,267252,21,10,41,53,40,93,6,1
81,10,352811,21,10,41,50,40,93,6,0
81,10,90832,31,13,41,52,40,93,6,1
83,10,137640,35,3,41,58,40,93,5,1
81,10,137560,21,10,41,55,55,93,6,1
81,10,133711,31,13,41,52,50,93,6,1
81,10,98181,29,11,41,59,32,93,6,0
81,10,325411,20,13,41,50,50,93,6,1
81,10,276664,32,16,41,52,50,93,6,1
81,10,160786,28,7,41,51,40,93,6,1
81,10,134361,29,11,41,51,40,93,6,1
81,10,91419,20,13,41,57,40,93,6,1
81,10,22211,31,13,41,52,60,93,6,1
84,10,253267,21,10,41,57,36,93,6,1
84,10,403911,25,9,41,51,40,93,6,1
81,10,13909,20,13,41,52,50,93,6,1
81,10,34490,25,9,41,58,50,93,6,1
81,10,172291,31,13,41,57,40,93,6,1
81,10,139187,20,13,41,52,55,93,6,1
81,10,134981,20,13,41,57,50,93,6,1
81,10,139179,21,10,41,50,50,93,6,1
81,10,168211,31,13,41,51,43,93,6,1
81,10,135659,28,7,41,51,40,93,6,1
81,10,193433,20,13,41,52,65,93,6,1
81,10,284166,20,13,41,52,50,93,6,1
81,10,189875,21,10,41,51,60,93,6,1
81,10,90324,25,9,41,51,40,93,6,1
81,10,193855,25,9,41,51,50,93,5,1
81,10,193543,20,13,41,53,40,93,6,1
81,10,37869,25,9,41,55,40,93,6,1
81,10,167309,20,13,41,57,40,93,6,1
81,10,98313,21,10,41,61,40,93,6,1
81,10,131908,25,9,41,52,40,93,6,1
81,10,133238,20,13,41,50,32,93,6,1
81,10,225391,25,9,41,51,40,93,5,1
81,10,165913,25,9,41,53,40,93,5,1
81,10,134766,20,13,41,50,50,93,6,1
81,10,90411,20,13,41,55,55,93,6,1
81,10,48343,25,9,41,58,40,93,6,1
81,10,131659,32,16,41,52,50,93,6,1
81,10,35910,20,13,41,50,56,93,6,1
81,10,41341,20,13,41,52,50,93,6,0
81,10,139364,25,9,41,55,40,93,6,1
81,10,277647,25,9,41,55,40,93,6,1
81,10,19070,20,13,41,52,40,93,6,1
81,10,64930,29,11,41,52,43,93,5,1
81,10,9091,20,13,41,50,60,93,6,1
81,10,59083,20,13,41,57,43,93,6,1
81,10,136413,25,9,41,55,50,93,6,1
81,10,53915,25,9,41,51,48,93,6,1
81,10,131343,25,9,41,58,43,93,5,1
81,10,162347,27,13,41,50,40,93,6,1
81,10,19077,31,13,41,50,50,93,6,1
81,10,191740,20,13,41,55,40,93,6,1
81,10,298539,25,9,41,50,55,93,6,1
81,10,51371,25,9,41,59,40,93,6,0
81,10,266324,25,9,41,51,98,93,6,1
81,10,91613,25,9,41,50,40,93,6,1
81,10,254131,21,10,41,51,40,93,6,1
81,10,265091,25,9,41,54,40,93,6,1
81,10,183801,31,13,41,52,43,93,6,1
81,10,191335,30,11,41,51,50,93,6,1
81,10,187728,21,10,41,52,50,93,6,0
81,10,25826,34,6,41,51,47,93,6,1
81,10,189323,20,13,41,52,40,93,6,1
81,10,173793,25,9,41,58,40,93,6,1
81,10,91381,21,10,41,51,50,93,6,1
81,10,17900,25,9,41,50,50,93,6,1
81,10,213821,25,9,41,51,40,93,6,1
81,10,131659,31,13,41,52,35,93,6,1
81,10,77131,20,13,41,50,50,93,6,1
81,10,191659,21,10,41,50,65,93,6,1
81,10,278904,20,13,41,50,50,93,6,1
81,10,293305,20,13,41,55,40,93,6,1
81,10,132909,20,13,41,50,43,93,6,1
81,10,221917,21,10,41,50,50,93,6,1
81,10,19831,21,10,41,51,40,93,6,1
81,10,168569,25,9,41,53,40,93,6,1
81,10,91539,20,13,41,50,55,93,6,1
81,10,182274,21,10,41,50,40,93,6,0
81,10,90032,21,10,41,59,43,93,6,1
81,10,81648,25,9,41,55,55,93,6,1
81,10,191136,20,13,41,52,40,93,6,0
81,10,285200,21,10,41,51,35,93,6,1
81,10,207668,21,10,41,60,40,93,6,1
81,10,222247,34,6,41,58,40,93,6,1
81,10,54985,25,9,41,53,40,93,6,1
81,10,355418,25,9,41,55,41,93,6,1
81,10,34748,25,9,41,57,20,93,6,0
81,10,530098,21,10,41,51,55,93,6,1
81,10,167735,29,11,41,51,40,93,6,1
81,10,203871,29,11,41,52,40,93,6,0
81,10,163671,25,9,41,58,65,93,6,1
81,10,98193,20,13,41,52,40,93,6,1
81,10,31659,20,13,41,53,60,93,6,1
84,10,417579,20,13,41,50,40,93,6,1
81,10,174375,25,9,41,58,43,93,6,1
84,10,98876,25,9,41,50,55,93,6,1
81,10,98131,21,10,41,53,40,93,6,1
84,10,16991,25,9,41,57,40,93,6,0
81,10,19090,21,10,41,55,40,93,6,1
81,10,168232,25,9,41,58,43,93,6,1
81,10,168262,25,9,41,53,40,93,6,1
81,10,313133,20,13,41,55,55,93,6,1
81,10,51311,20,13,41,57,40,93,6,1
81,10,187802,21,10,41,60,40,93,6,1
81,10,174938,20,13,41,52,50,93,6,1
81,10,180667,25,9,41,51,60,93,6,1
81,10,401930,25,9,41,57,41,93,6,0
81,10,19398,25,9,41,60,40,93,6,1
81,10,383743,25,9,41,53,30,93,6,1
81,10,86439,29,11,41,50,50,93,6,1
81,10,164488,31,13,41,52,40,93,6,1
81,10,13909,31,13,41,52,60,93,6,1
81,10,284871,20,13,41,50,40,93,6,1
81,10,185556,31,13,41,52,40,93,6,1
81,10,34788,21,10,41,55,40,93,6,1
81,10,191360,25,9,41,51,40,93,6,1
84,10,176293,25,9,41,58,40,93,6,1
81,10,173704,21,10,41,55,50,93,6,1
81,10,211891,20,13,41,55,40,93,6,1
81,10,290855,29,11,41,52,35,93,6,0
81,10,213131,20,13,41,52,40,93,6,1
81,10,19847,25,9,41,51,40,93,6,1
81,10,118133,20,13,41,51,50,93,6,1
84,10,184321,34,6,41,53,40,93,6,1
81,10,131917,30,11,41,59,70,93,6,1
81,10,98313,25,9,41,50,40,93,6,1
81,10,138690,20,13,41,52,40,93,6,1
81,10,162238,31,13,41,50,47,93,6,1
81,10,213980,31,13,41,50,44,93,6,1
81,10,91771,25,9,41,51,40,93,6,1
81,10,272914,20,13,41,50,40,93,6,1
81,10,213290,29,11,41,52,36,93,6,0
81,10,39890,29,11,41,51,48,93,6,1
81,10,266439,20,13,41,53,40,93,6,1
81,10,9098,21,10,41,51,68,93,6,1
81,10,139155,20,13,41,50,40,93,6,1
81,10,91889,20,13,41,55,60,93,6,1
81,10,228860,21,10,41,50,50,93,6,1
81,10,91318,21,10,41,58,40,93,6,1
81,10,19848,20,13,41,50,40,93,6,1
81,10,186916,21,10,41,58,60,93,6,1
81,10,73471,20,13,41,50,47,93,6,1
81,10,33391,20,13,41,55,35,93,6,1
81,10,359872,20,13,41,50,40,93,6,1
81,10,241984,25,9,41,50,43,93,6,1
81,10,250937,29,11,41,53,48,93,6,1
81,10,90023,29,11,41,51,60,93,6,1
81,10,34343,21,10,41,50,40,93,6,1
81,10,334191,21,10,41,51,40,93,6,1
81,10,118390,25,9,41,53,40,93,6,1
81,10,30529,20,13,41,50,40,93,6,1
81,10,304304,21,10,41,58,43,93,6,1
81,10,391317,31,13,40,52,40,93,5,0
81,10,186785,25,9,40,55,50,93,5,1
81,10,90273,35,3,43,58,56,93,5,1
81,10,4498,31,13,43,52,40,93,5,0
81,10,138179,25,9,43,53,40,93,5,1
81,10,138626,21,10,43,50,50,93,5,1
81,10,175387,20,13,40,50,40,93,5,1
81,10,193820,20,13,40,55,40,93,5,0
81,10,131384,25,9,43,55,40,93,5,1
81,10,244137,20,13,40,52,50,93,5,1
81,10,9190,25,9,43,57,38,93,5,0
81,10,226915,21,10,40,55,60,93,5,1
81,10,139849,25,9,43,51,40,93,5,1
81,10,82241,20,13,40,50,38,93,5,1
81,10,201393,30,11,43,57,40,93,5,1
81,10,90844,20,13,40,55,50,93,5,1
81,10,174020,31,13,43,52,38,93,5,0
81,10,236861,25,9,40,50,43,93,5,1
81,10,313834,20,13,40,52,40,93,5,0
81,10,38918,25,9,40,58,75,93,5,1
81,10,8903,20,13,43,59,40,93,5,1
81,10,91833,20,13,40,52,40,93,5,0
81,10,347491,28,7,43,51,41,93,5,1
81,10,98533,21,10,43,51,55,93,5,1
81,10,216907,30,11,41,51,40,93,6,1
81,10,303914,25,9,41,51,41,93,6,1
81,10,218490,20,13,41,55,40,93,6,1
81,10,98718,29,11,41,59,48,93,6,1
81,10,34098,20,13,41,50,70,93,6,1
81,10,135343,25,9,41,51,50,93,6,1
81,10,174789,30,11,41,50,50,93,6,1
81,10,220138,25,9,41,51,50,93,6,1
81,10,339182,25,9,41,51,40,93,6,1
81,10,190982,25,9,41,59,40,93,6,1
81,10,285891,25,9,41,52,43,93,6,1
81,10,206041,25,9,41,51,40,93,6,1
81,10,91583,21,10,41,52,44,93,6,1
81,10,204177,25,9,41,53,48,93,6,1
81,10,186191,31,13,41,52,50,93,6,1
81,10,172571,20,13,41,50,54,93,6,1
81,10,190381,20,13,41,52,40,93,6,1
81,10,54744,21,10,41,51,40,93,6,1
81,10,93605,25,9,41,55,40,93,6,1
84,10,136040,30,11,41,53,40,93,6,1
81,10,223989,33,5,41,54,40,93,6,1
81,10,35911,25,9,41,55,43,93,6,1
81,10,55717,25,9,41,51,50,93,6,1
81,10,383058,20,13,41,55,40,93,6,1
81,10,204049,21,10,41,55,50,93,6,1
81,10,198900,30,11,41,50,55,93,6,1
81,10,231377,21,10,41,50,43,93,6,1
81,10,168854,20,13,41,55,50,93,6,1
81,10,139809,25,9,41,51,40,93,6,1
81,10,90707,21,10,41,55,40,93,6,1
81,10,77373,21,10,41,58,65,93,6,1
81,10,189198,20,13,41,52,43,93,6,1
81,10,91367,31,13,41,50,43,93,6,1
84,10,366219,25,9,41,51,60,93,6,1
81,10,213504,20,13,41,55,55,93,6,1
81,10,18190,20,13,41,52,40,93,6,1
81,10,9198,20,13,41,50,40,93,6,0
81,10,191816,21,10,41,55,70,93,5,1
81,10,87518,21,10,40,52,60,93,5,1
81,10,43323,25,9,40,54,40,93,5,0
81,10,226902,25,9,43,55,30,93,5,0
81,10,85088,25,9,40,55,32,93,5,0
81,10,137591,21,10,40,55,40,93,5,1
81,10,78011,25,9,44,55,40,93,5,0
84,10,138184,25,9,43,54,35,93,5,0
81,10,136822,34,6,40,55,25,93,5,0
81,10,133231,30,11,43,57,40,93,5,0
81,10,276851,25,9,43,61,40,93,5,0
81,10,29068,21,10,40,55,28,93,5,0
81,10,180898,31,13,43,50,43,93,6,1
81,10,91493,20,13,43,52,40,93,6,0
81,10,179188,21,10,43,51,40,93,5,1
81,10,204374,20,13,40,55,48,93,5,1
81,10,302413,26,8,40,53,40,93,5,1
81,10,271933,20,13,40,50,43,93,5,0
81,10,168403,20,13,40,52,40,93,5,1
81,10,255004,20,13,40,50,38,93,5,1
81,10,26901,25,9,43,58,60,93,5,1
81,10,98052,25,9,40,53,41,93,5,1
81,10,202188,21,10,43,50,50,93,5,0
81,10,39919,20,13,40,52,40,93,5,0
81,10,3390,25,9,43,51,40,93,5,1
81,10,176185,20,13,40,50,40,93,5,1
81,10,321733,20,13,43,50,40,93,5,1
81,10,171676,20,13,40,55,40,93,5,0
81,10,19808,25,9,43,54,52,93,5,0
81,10,208630,25,9,43,57,38,93,5,0
81,10,191711,20,13,40,57,40,93,5,1
81,10,418350,25,9,41,53,40,93,5,0
81,10,29137,20,13,41,52,43,93,5,1
81,10,47293,21,10,41,57,20,93,5,0
81,10,275034,20,13,41,55,35,93,5,1
81,10,98135,25,9,41,57,25,93,5,0
81,10,183780,25,9,41,58,40,93,5,1
81,10,90753,29,11,41,51,40,93,5,1
81,10,138581,25,9,41,51,40,93,5,1
81,10,209808,21,10,41,55,47,93,5,1
81,10,184135,25,9,41,51,48,93,5,1
81,10,248091,25,9,41,58,43,93,5,1
81,10,93062,21,10,41,50,40,93,5,1
81,10,200598,30,11,41,52,43,93,5,1
81,10,131340,21,10,41,51,40,93,5,1
81,10,191329,21,10,41,50,60,93,5,1
81,10,90390,31,13,41,57,60,93,5,1
81,10,293906,25,9,41,51,30,93,5,1
81,10,138285,30,11,41,51,40,93,5,1
81,10,191827,21,10,41,51,40,93,5,1
84,10,208321,25,9,41,54,40,93,5,1
81,10,90418,30,11,41,57,40,93,5,0
81,10,313139,29,11,41,55,50,93,5,1
81,10,138738,25,9,41,60,35,93,5,1
81,10,227791,21,10,41,55,50,93,5,1
81,10,30198,23,2,41,58,20,93,5,1
81,10,237913,25,9,43,53,40,93,5,1
81,10,91489,20,13,40,50,60,93,5,0
81,10,172131,33,5,40,53,40,93,5,1
84,10,90085,25,9,40,54,30,93,5,1
84,10,19072,28,7,43,60,40,93,5,1
81,10,273324,21,10,40,54,16,93,5,1
84,10,91939,25,9,40,57,30,93,5,0
81,10,52918,21,10,43,54,55,93,5,0
81,10,184737,25,9,40,54,40,93,5,0
81,10,134711,25,9,40,55,40,93,5,0
81,10,193290,21,10,40,54,20,93,5,1
81,10,138522,28,7,40,54,13,93,5,1
81,10,93235,26,8,40,54,25,93,5,0
83,10,243911,21,10,40,55,25,93,5,0
81,10,132053,21,10,40,57,35,93,5,0
81,10,90767,21,10,40,57,40,93,5,0
81,10,98691,21,10,40,57,28,93,5,0
81,10,32616,25,9,40,54,16,93,5,0
81,10,201901,25,9,40,60,13,93,5,0
81,10,387213,21,10,40,59,16,93,5,1
81,10,217931,21,10,40,58,30,93,5,1
81,10,138118,25,9,40,54,40,93,5,0
81,10,347867,25,9,41,55,40,93,5,1
84,10,252917,20,13,40,53,32,93,5,1
81,10,27813,33,5,43,54,30,93,5,0
81,10,298358,25,9,44,54,25,93,5,0
81,10,257781,21,10,40,51,30,93,5,1
84,10,540711,25,9,40,54,25,93,5,1
81,10,131910,20,13,40,53,40,93,5,0
81,10,184904,33,5,40,60,13,93,5,1
81,10,91626,28,7,40,60,18,93,5,1
81,10,39803,21,10,40,54,36,93,5,1
81,10,387335,21,10,40,59,9,93,5,0
81,10,98331,25,9,41,50,60,93,5,1
81,10,59083,21,10,41,54,50,93,5,1
81,10,80933,25,9,41,51,40,93,5,1
81,10,90411,29,11,41,53,50,93,5,1
81,10,90638,21,10,41,50,43,93,5,1
84,10,177484,28,7,41,54,40,93,5,1
81,10,213321,21,10,41,50,40,93,5,1
81,10,54317,25,9,41,56,50,93,5,1
81,10,137755,21,10,41,51,40,93,5,1
81,10,187164,25,9,41,50,43,93,5,1
81,10,185041,24,4,41,58,55,93,5,1
81,10,91319,25,9,41,51,40,93,5,1
81,10,61761,21,10,41,51,43,93,5,1
81,10,22090,21,10,41,54,44,93,5,1
81,10,34986,25,9,41,53,50,93,5,1
81,10,19090,25,9,41,55,44,93,5,1
81,10,232356,25,9,41,55,55,93,5,1
81,10,49808,21,10,41,55,43,93,5,1
81,10,133419,25,9,41,55,50,93,5,1
81,10,91723,25,9,41,51,40,93,5,1
81,10,186009,25,9,41,58,60,93,5,1
81,10,193690,29,11,40,53,41,93,5,0
81,10,35330,25,9,43,51,55,93,5,1
84,10,90933,21,10,44,50,38,93,5,0
81,10,207537,25,9,43,51,50,93,5,1
81,10,91833,20,13,40,50,50,93,5,0
81,10,435835,25,9,40,55,55,93,5,1
81,10,30219,25,9,43,51,40,93,5,1
81,10,13590,29,11,43,52,40,93,5,0
81,10,185041,25,9,40,52,43,93,5,0
84,10,48438,25,9,40,55,43,93,5,0
81,10,72443,21,10,40,50,60,93,5,1
81,10,243173,25,9,43,55,43,93,5,1
81,10,224366,30,11,40,52,43,93,5,1
81,10,33688,25,9,40,58,70,93,5,0
81,10,98834,31,13,40,52,40,93,5,0
81,10,180032,31,13,40,52,40,93,5,0
84,10,190682,25,9,44,51,50,93,5,0
84,10,98438,24,4,41,58,40,93,5,1
81,10,162391,24,4,41,58,40,93,5,1
81,10,26913,21,10,41,51,38,93,5,1
81,10,37250,21,10,41,53,40,93,5,1
81,10,280093,35,3,41,51,50,93,5,1
81,10,162243,27,13,41,52,70,93,5,1
81,10,188386,25,9,41,60,43,93,5,1
81,10,241891,25,9,41,55,40,93,5,1
81,10,291919,25,9,41,51,40,93,5,1
81,10,273909,25,9,41,55,60,93,5,1
81,10,8590,21,10,41,53,40,93,5,1
81,10,282872,25,9,41,51,40,93,5,1
81,10,278557,29,11,41,51,48,93,5,1
81,10,173590,21,10,41,57,40,93,5,1
81,10,87771,25,9,41,51,43,93,5,0
81,10,98801,21,10,40,57,25,93,5,0
81,10,216041,21,10,43,59,72,93,5,0
81,10,98359,25,9,43,57,40,93,5,0
81,10,344900,20,13,40,57,20,93,5,0
81,10,191131,21,10,43,53,40,93,5,1
81,10,206253,21,10,40,54,40,93,5,0
81,10,90413,21,10,43,55,33,93,5,0
81,10,190772,25,9,40,57,40,93,5,0
81,10,241911,21,10,40,55,10,93,5,0
81,10,93604,24,4,40,51,32,93,5,1
81,10,16798,21,10,40,54,24,93,5,1
81,10,240418,21,10,41,55,40,93,5,0
84,10,91938,25,9,40,53,20,93,5,0
81,10,213391,21,10,40,54,10,93,5,1
81,10,90309,21,10,40,59,16,93,5,1
84,10,282313,34,6,40,60,40,93,5,1
81,10,180339,29,11,40,56,30,93,5,0
81,10,209849,28,7,40,55,11,93,5,0
81,10,131791,24,4,44,55,3,93,5,0
81,10,53243,20,13,40,55,11,93,5,1
81,10,48829,25,9,40,55,30,93,5,0
81,10,238867,28,7,40,60,40,93,5,1
81,10,22590,34,6,40,54,18,93,5,0
81,10,191187,24,4,40,54,35,93,5,1
84,10,413721,28,7,40,54,23,93,5,1
84,10,166889,21,10,40,60,35,93,5,0
81,10,90486,26,8,40,54,20,93,5,1
84,10,404868,28,7,40,55,20,93,5,0
81,10,77843,21,10,40,57,13,93,5,1
81,10,218361,34,6,40,54,11,93,5,0
81,10,283913,34,6,40,60,43,93,5,1
81,10,28991,21,10,40,55,13,93,5,1
81,10,132680,34,6,40,54,10,93,5,0
81,10,30988,21,10,40,55,22,93,5,0
81,10,135933,20,13,40,53,8,93,5,0
81,10,41381,25,9,40,55,20,93,5,0
84,10,183327,25,9,40,51,20,93,5,0
81,10,60374,25,9,44,51,26,93,5,0
81,10,254809,34,6,43,53,32,93,5,0
81,10,651393,25,9,40,55,30,93,5,0
81,10,52536,30,11,43,59,25,93,5,0
84,10,139134,25,9,43,51,40,93,5,0
84,10,220913,25,9,43,54,40,93,5,0
84,10,137643,20,13,40,55,40,93,5,0
81,10,191711,20,13,43,55,40,93,5,1
81,10,13900,25,9,40,53,40,93,5,1
81,10,43403,21,10,43,56,54,93,5,0
81,10,131374,20,13,40,59,38,93,5,0
81,10,48087,24,4,43,51,40,93,5,1
81,10,34402,20,13,40,50,60,93,5,1
82,10,183009,20,13,40,52,40,93,5,0
81,10,220983,25,9,40,55,48,93,5,1
81,10,177498,20,13,40,51,35,93,5,1
81,10,37869,21,10,43,53,40,93,5,1
81,10,290934,20,13,40,55,40,93,5,0
81,10,90091,21,10,40,57,40,93,5,1
81,10,24133,25,9,40,51,40,93,5,1
81,10,190539,20,13,40,50,50,93,5,1
81,10,348098,25,9,40,53,40,93,5,0
84,10,382802,34,6,44,53,40,93,5,1
81,10,98093,21,10,43,57,38,93,5,0
81,10,54850,20,13,40,50,50,93,5,1
81,10,190053,25,9,43,58,40,93,5,1
81,10,188186,31,13,43,55,43,93,5,0
81,10,317219,31,13,40,52,40,93,5,0
81,10,160474,25,9,43,57,43,93,5,0
81,10,165919,20,13,43,53,41,93,5,0
81,10,29048,25,9,43,55,40,93,5,0
81,10,254367,25,9,40,58,48,93,5,1
81,10,340898,27,13,40,52,80,93,5,1
81,10,19087,21,10,41,60,40,93,5,1
81,10,131398,29,11,41,57,40,93,5,0
81,10,273435,25,9,41,51,40,93,5,1
81,10,54782,20,13,41,57,41,93,5,1
81,10,164133,21,10,41,51,40,93,5,1
81,10,182227,25,9,41,51,40,93,5,1
81,10,87006,21,10,41,57,40,93,5,0
81,10,216419,25,9,41,53,50,93,5,1
81,10,90679,25,9,41,53,41,93,5,1
81,10,90824,28,7,41,60,40,93,5,1
81,10,27898,25,9,41,53,30,93,5,1
81,10,58305,25,9,41,51,40,93,5,1
81,10,202430,25,9,41,53,40,93,5,1
81,10,193584,29,11,40,52,40,93,6,0
81,10,174375,20,13,43,50,43,93,6,1
81,10,136843,31,13,40,52,54,93,6,0
81,10,17991,20,13,43,55,60,93,6,1
81,10,216475,20,13,40,55,43,93,6,0
81,10,133041,20,13,40,52,38,93,6,0
81,10,18901,20,13,40,50,50,93,6,0
81,10,32798,20,13,43,55,40,93,6,1
81,10,190067,20,13,40,52,40,93,6,0
83,10,34862,20,13,43,55,60,93,6,1
81,10,98768,20,13,43,60,51,93,6,1
81,10,240441,31,13,40,50,40,93,6,1
81,10,44413,20,13,40,50,60,93,6,0
81,10,284166,25,9,40,51,50,93,6,1
81,10,391831,21,10,41,50,40,93,5,1
81,10,187370,20,13,40,55,40,93,5,1
81,10,19083,25,9,40,57,50,93,5,1
81,10,178505,21,10,40,50,43,93,5,0
81,10,223341,25,9,43,57,35,93,5,0
81,10,118711,29,11,40,51,40,93,5,1
81,10,222918,25,9,43,55,40,93,5,0
81,10,187901,21,10,40,55,40,93,5,0
81,10,243053,21,10,43,60,40,93,5,1
81,10,262684,25,9,43,57,43,93,5,0
81,10,177017,25,9,40,55,37,93,5,1
81,10,52753,25,9,40,51,40,93,5,1
81,10,189111,31,13,40,52,43,93,5,0
81,10,38606,20,13,40,55,43,93,5,1
81,10,89135,25,9,40,51,40,93,5,1
81,10,50356,21,10,41,51,50,93,5,1
81,10,29198,30,11,41,50,40,93,6,0
81,10,168211,21,10,41,51,40,93,6,1
81,10,98304,25,9,41,52,48,93,5,1
81,10,202417,20,13,41,52,40,93,6,1
81,10,17590,25,9,41,57,40,93,6,1
81,10,98833,34,6,41,58,40,93,6,1
